open;close;high;low;value;volume;begin;end
20412;20429;20434;20411;0;361;2019-03-11 12:27:00;2019-03-11 12:27:59
20428;20429;20434;20425;0;234;2019-03-11 12:28:00;2019-03-11 12:28:59
20429;20421;20429;20420;0;432;2019-03-11 12:29:00;2019-03-11 12:29:59
20425;20425;20426;20418;0;89;2019-03-11 12:30:00;2019-03-11 12:30:59
20427;20426;20434;20418;0;367;2019-03-11 12:31:00;2019-03-11 12:31:59
20424;20427;20430;20422;0;257;2019-03-11 12:32:00;2019-03-11 12:32:59
20424;20435;20435;20423;0;157;2019-03-11 12:33:00;2019-03-11 12:33:59
20434;20430;20435;20430;0;121;2019-03-11 12:34:00;2019-03-11 12:34:59
20430;20428;20434;20426;0;346;2019-03-11 12:35:00;2019-03-11 12:35:59
20432;20424;20432;20421;0;347;2019-03-11 12:36:00;2019-03-11 12:36:59
20423;20415;20423;20412;0;328;2019-03-11 12:37:00;2019-03-11 12:37:59
20416;20407;20417;20396;0;1206;2019-03-11 12:38:00;2019-03-11 12:38:59
20405;20411;20413;20403;0;109;2019-03-11 12:39:00;2019-03-11 12:39:59
20411;20404;20415;20396;0;498;2019-03-11 12:40:00;2019-03-11 12:40:59
20401;20408;20411;20400;0;119;2019-03-11 12:41:00;2019-03-11 12:41:59
20409;20416;20418;20408;0;138;2019-03-11 12:42:00;2019-03-11 12:42:59
20416;20408;20418;20407;0;218;2019-03-11 12:43:00;2019-03-11 12:43:59
20409;20403;20410;20398;0;1218;2019-03-11 12:44:00;2019-03-11 12:44:59
20405;20404;20407;20397;0;646;2019-03-11 12:45:00;2019-03-11 12:45:59
20402;20401;20405;20396;0;353;2019-03-11 12:46:00;2019-03-11 12:46:59
20402;20409;20418;20400;0;483;2019-03-11 12:47:00;2019-03-11 12:47:59
20410;20411;20415;20408;0;446;2019-03-11 12:48:00;2019-03-11 12:48:59
20413;20413;20415;20410;0;213;2019-03-11 12:49:00;2019-03-11 12:49:59
20415;20413;20416;20407;0;274;2019-03-11 12:50:00;2019-03-11 12:50:59
20411;20423;20425;20411;0;368;2019-03-11 12:51:00;2019-03-11 12:51:59
20425;20418;20425;20415;0;100;2019-03-11 12:52:00;2019-03-11 12:52:59
20417;20413;20418;20405;0;234;2019-03-11 12:53:00;2019-03-11 12:53:59
20414;20413;20414;20409;0;60;2019-03-11 12:54:00;2019-03-11 12:54:59
20415;20414;20420;20414;0;307;2019-03-11 12:55:00;2019-03-11 12:55:59
20417;20414;20420;20410;0;120;2019-03-11 12:56:00;2019-03-11 12:56:59
20415;20415;20420;20412;0;251;2019-03-11 12:57:00;2019-03-11 12:57:59
20416;20431;20431;20415;0;778;2019-03-11 12:58:00;2019-03-11 12:58:59
20431;20436;20439;20430;0;645;2019-03-11 12:59:00;2019-03-11 12:59:59
20437;20425;20440;20418;0;1037;2019-03-11 13:00:00;2019-03-11 13:00:59
20428;20419;20428;20414;0;246;2019-03-11 13:01:00;2019-03-11 13:01:59
20417;20418;20420;20407;0;296;2019-03-11 13:02:00;2019-03-11 13:02:59
20421;20419;20422;20414;0;86;2019-03-11 13:03:00;2019-03-11 13:03:59
20416;20405;20416;20404;0;318;2019-03-11 13:04:00;2019-03-11 13:04:59
20405;20398;20408;20398;0;572;2019-03-11 13:05:00;2019-03-11 13:05:59
20399;20395;20406;20390;0;2093;2019-03-11 13:06:00;2019-03-11 13:06:59
20393;20407;20413;20393;0;2449;2019-03-11 13:07:00;2019-03-11 13:07:59
20404;20399;20405;20399;0;96;2019-03-11 13:08:00;2019-03-11 13:08:59
20400;20405;20405;20396;0;239;2019-03-11 13:09:00;2019-03-11 13:09:59
20406;20402;20410;20396;0;197;2019-03-11 13:10:00;2019-03-11 13:10:59
20401;20407;20412;20397;0;253;2019-03-11 13:11:00;2019-03-11 13:11:59
20409;20413;20413;20400;0;234;2019-03-11 13:12:00;2019-03-11 13:12:59
20413;20404;20413;20403;0;275;2019-03-11 13:13:00;2019-03-11 13:13:59
20403;20397;20404;20397;0;219;2019-03-11 13:14:00;2019-03-11 13:14:59
20397;20393;20399;20390;0;993;2019-03-11 13:15:00;2019-03-11 13:15:59
20394;20398;20401;20391;0;519;2019-03-11 13:16:00;2019-03-11 13:16:59
20398;20403;20408;20396;0;306;2019-03-11 13:17:00;2019-03-11 13:17:59
20406;20405;20410;20400;0;369;2019-03-11 13:18:00;2019-03-11 13:18:59
20406;20401;20410;20400;0;226;2019-03-11 13:19:00;2019-03-11 13:19:59
20405;20418;20419;20400;0;571;2019-03-11 13:20:00;2019-03-11 13:20:59
20415;20419;20434;20413;0;1287;2019-03-11 13:21:00;2019-03-11 13:21:59
20422;20426;20427;20418;0;200;2019-03-11 13:22:00;2019-03-11 13:22:59
20429;20427;20438;20426;0;640;2019-03-11 13:23:00;2019-03-11 13:23:59
20430;20427;20436;20426;0;264;2019-03-11 13:24:00;2019-03-11 13:24:59
20429;20431;20432;20426;0;119;2019-03-11 13:25:00;2019-03-11 13:25:59
20429;20425;20430;20424;0;230;2019-03-11 13:26:00;2019-03-11 13:26:59
20429;20425;20429;20421;0;144;2019-03-11 13:27:00;2019-03-11 13:27:59
20423;20417;20425;20412;0;342;2019-03-11 13:28:00;2019-03-11 13:28:59
20417;20417;20421;20413;0;199;2019-03-11 13:29:00;2019-03-11 13:29:59
20415;20433;20433;20412;0;447;2019-03-11 13:30:00;2019-03-11 13:30:59
20433;20426;20434;20424;0;267;2019-03-11 13:31:00;2019-03-11 13:31:59
20427;20436;20436;20426;0;636;2019-03-11 13:32:00;2019-03-11 13:32:59
20436;20428;20437;20428;0;194;2019-03-11 13:33:00;2019-03-11 13:33:59
20426;20430;20436;20423;0;146;2019-03-11 13:34:00;2019-03-11 13:34:59
20430;20439;20443;20429;0;420;2019-03-11 13:35:00;2019-03-11 13:35:59
20439;20433;20441;20428;0;283;2019-03-11 13:36:00;2019-03-11 13:36:59
20434;20430;20438;20430;0;341;2019-03-11 13:37:00;2019-03-11 13:37:59
20433;20442;20443;20429;0;171;2019-03-11 13:38:00;2019-03-11 13:38:59
20440;20442;20442;20432;0;212;2019-03-11 13:39:00;2019-03-11 13:39:59
20442;20448;20450;20442;0;1050;2019-03-11 13:40:00;2019-03-11 13:40:59
20448;20449;20461;20448;0;1527;2019-03-11 13:41:00;2019-03-11 13:41:59
20449;20439;20451;20438;0;637;2019-03-11 13:42:00;2019-03-11 13:42:59
20441;20436;20441;20433;0;508;2019-03-11 13:43:00;2019-03-11 13:43:59
20433;20443;20445;20423;0;993;2019-03-11 13:44:00;2019-03-11 13:44:59
20445;20438;20446;20436;0;98;2019-03-11 13:45:00;2019-03-11 13:45:59
20436;20435;20438;20433;0;33;2019-03-11 13:46:00;2019-03-11 13:46:59
20435;20431;20436;20429;0;84;2019-03-11 13:47:00;2019-03-11 13:47:59
20432;20434;20440;20431;0;81;2019-03-11 13:48:00;2019-03-11 13:48:59
20437;20434;20445;20432;0;110;2019-03-11 13:49:00;2019-03-11 13:49:59
20435;20436;20440;20430;0;94;2019-03-11 13:50:00;2019-03-11 13:50:59
20437;20435;20444;20435;0;92;2019-03-11 13:51:00;2019-03-11 13:51:59
20437;20439;20439;20435;0;14;2019-03-11 13:52:00;2019-03-11 13:52:59
20439;20430;20439;20423;0;204;2019-03-11 13:53:00;2019-03-11 13:53:59
20434;20426;20434;20426;0;52;2019-03-11 13:54:00;2019-03-11 13:54:59
20428;20420;20428;20420;0;412;2019-03-11 13:55:00;2019-03-11 13:55:59
20420;20415;20423;20415;0;313;2019-03-11 13:56:00;2019-03-11 13:56:59
20418;20422;20428;20415;0;343;2019-03-11 13:57:00;2019-03-11 13:57:59
20420;20426;20428;20419;0;93;2019-03-11 13:58:00;2019-03-11 13:58:59
20426;20425;20426;20418;0;102;2019-03-11 13:59:00;2019-03-11 13:59:59
20423;20428;20437;20420;0;370;2019-03-11 14:05:00;2019-03-11 14:05:59
20430;20434;20440;20426;0;519;2019-03-11 14:06:00;2019-03-11 14:06:59
20435;20426;20435;20426;0;93;2019-03-11 14:07:00;2019-03-11 14:07:59
20428;20427;20431;20427;0;65;2019-03-11 14:08:00;2019-03-11 14:08:59
20429;20430;20431;20426;0;33;2019-03-11 14:09:00;2019-03-11 14:09:59
20430;20424;20431;20424;0;68;2019-03-11 14:10:00;2019-03-11 14:10:59
20426;20427;20427;20426;0;32;2019-03-11 14:11:00;2019-03-11 14:11:59
20428;20429;20430;20424;0;154;2019-03-11 14:12:00;2019-03-11 14:12:59
20428;20435;20438;20427;0;310;2019-03-11 14:13:00;2019-03-11 14:13:59
20435;20436;20437;20435;0;65;2019-03-11 14:14:00;2019-03-11 14:14:59
20437;20439;20439;20435;0;152;2019-03-11 14:15:00;2019-03-11 14:15:59
20440;20444;20458;20440;0;3313;2019-03-11 14:16:00;2019-03-11 14:16:59
20446;20439;20452;20436;0;579;2019-03-11 14:17:00;2019-03-11 14:17:59
20438;20434;20444;20434;0;163;2019-03-11 14:18:00;2019-03-11 14:18:59
20436;20430;20436;20429;0;385;2019-03-11 14:19:00;2019-03-11 14:19:59
20430;20427;20437;20417;0;474;2019-03-11 14:20:00;2019-03-11 14:20:59
20428;20432;20434;20422;0;217;2019-03-11 14:21:00;2019-03-11 14:21:59
20430;20421;20433;20421;0;75;2019-03-11 14:22:00;2019-03-11 14:22:59
20421;20420;20422;20417;0;281;2019-03-11 14:23:00;2019-03-11 14:23:59
20420;20418;20423;20415;0;299;2019-03-11 14:24:00;2019-03-11 14:24:59
20415;20414;20417;20410;0;436;2019-03-11 14:25:00;2019-03-11 14:25:59
20415;20420;20420;20414;0;109;2019-03-11 14:26:00;2019-03-11 14:26:59
20418;20420;20425;20414;0;243;2019-03-11 14:27:00;2019-03-11 14:27:59
20420;20428;20428;20414;0;191;2019-03-11 14:28:00;2019-03-11 14:28:59
20427;20425;20431;20425;0;344;2019-03-11 14:29:00;2019-03-11 14:29:59
20426;20419;20426;20415;0;357;2019-03-11 14:30:00;2019-03-11 14:30:59
20416;20417;20420;20416;0;19;2019-03-11 14:31:00;2019-03-11 14:31:59
20417;20425;20425;20417;0;222;2019-03-11 14:32:00;2019-03-11 14:32:59
20425;20419;20426;20417;0;162;2019-03-11 14:33:00;2019-03-11 14:33:59
20420;20420;20422;20417;0;86;2019-03-11 14:34:00;2019-03-11 14:34:59
20420;20420;20421;20419;0;26;2019-03-11 14:35:00;2019-03-11 14:35:59
20421;20424;20424;20416;0;110;2019-03-11 14:36:00;2019-03-11 14:36:59
20423;20421;20425;20419;0;264;2019-03-11 14:37:00;2019-03-11 14:37:59
20420;20417;20420;20415;0;200;2019-03-11 14:38:00;2019-03-11 14:38:59
20419;20409;20420;20408;0;300;2019-03-11 14:39:00;2019-03-11 14:39:59
20408;20409;20418;20407;0;573;2019-03-11 14:40:00;2019-03-11 14:40:59
20409;20400;20416;20400;0;848;2019-03-11 14:41:00;2019-03-11 14:41:59
20403;20401;20406;20389;0;1652;2019-03-11 14:42:00;2019-03-11 14:42:59
20404;20386;20404;20383;0;797;2019-03-11 14:43:00;2019-03-11 14:43:59
20385;20378;20386;20375;0;1345;2019-03-11 14:44:00;2019-03-11 14:44:59
20377;20385;20385;20375;0;517;2019-03-11 14:45:00;2019-03-11 14:45:59
20385;20380;20390;20380;0;306;2019-03-11 14:46:00;2019-03-11 14:46:59
20380;20382;20385;20376;0;787;2019-03-11 14:47:00;2019-03-11 14:47:59
20382;20383;20384;20375;0;1102;2019-03-11 14:48:00;2019-03-11 14:48:59
20382;20383;20384;20381;0;189;2019-03-11 14:49:00;2019-03-11 14:49:59
20383;20382;20385;20377;0;463;2019-03-11 14:50:00;2019-03-11 14:50:59
20381;20374;20382;20369;0;1085;2019-03-11 14:51:00;2019-03-11 14:51:59
20372;20381;20381;20367;0;792;2019-03-11 14:52:00;2019-03-11 14:52:59
20378;20396;20398;20375;0;1231;2019-03-11 14:53:00;2019-03-11 14:53:59
20396;20392;20396;20385;0;619;2019-03-11 14:54:00;2019-03-11 14:54:59
20392;20398;20399;20387;0;315;2019-03-11 14:55:00;2019-03-11 14:55:59
20398;20406;20406;20398;0;670;2019-03-11 14:56:00;2019-03-11 14:56:59
20404;20403;20407;20399;0;382;2019-03-11 14:57:00;2019-03-11 14:57:59
20401;20400;20403;20399;0;158;2019-03-11 14:58:00;2019-03-11 14:58:59
20399;20390;20400;20390;0;393;2019-03-11 14:59:00;2019-03-11 14:59:59
20390;20395;20402;20390;0;398;2019-03-11 15:00:00;2019-03-11 15:00:59
20396;20402;20404;20393;0;534;2019-03-11 15:01:00;2019-03-11 15:01:59
20400;20386;20402;20377;0;710;2019-03-11 15:02:00;2019-03-11 15:02:59
20388;20401;20401;20388;0;158;2019-03-11 15:03:00;2019-03-11 15:03:59
20397;20390;20397;20386;0;333;2019-03-11 15:04:00;2019-03-11 15:04:59
20390;20395;20395;20387;0;115;2019-03-11 15:05:00;2019-03-11 15:05:59
20395;20399;20399;20391;0;162;2019-03-11 15:06:00;2019-03-11 15:06:59
20399;20391;20402;20391;0;146;2019-03-11 15:07:00;2019-03-11 15:07:59
20395;20389;20395;20387;0;102;2019-03-11 15:08:00;2019-03-11 15:08:59
20392;20382;20393;20382;0;102;2019-03-11 15:09:00;2019-03-11 15:09:59
20384;20397;20397;20381;0;185;2019-03-11 15:10:00;2019-03-11 15:10:59
20395;20389;20395;20389;0;223;2019-03-11 15:11:00;2019-03-11 15:11:59
20390;20390;20390;20386;0;72;2019-03-11 15:12:00;2019-03-11 15:12:59
20390;20404;20404;20390;0;342;2019-03-11 15:13:00;2019-03-11 15:13:59
20402;20403;20407;20401;0;507;2019-03-11 15:14:00;2019-03-11 15:14:59
20403;20403;20407;20400;0;405;2019-03-11 15:15:00;2019-03-11 15:15:59
20402;20396;20403;20395;0;186;2019-03-11 15:16:00;2019-03-11 15:16:59
20398;20405;20406;20394;0;106;2019-03-11 15:17:00;2019-03-11 15:17:59
20406;20422;20430;20406;0;2593;2019-03-11 15:18:00;2019-03-11 15:18:59
20424;20423;20427;20417;0;256;2019-03-11 15:19:00;2019-03-11 15:19:59
20420;20425;20426;20419;0;307;2019-03-11 15:20:00;2019-03-11 15:20:59
20423;20415;20425;20414;0;297;2019-03-11 15:21:00;2019-03-11 15:21:59
20415;20419;20419;20413;0;313;2019-03-11 15:22:00;2019-03-11 15:22:59
20418;20420;20427;20416;0;346;2019-03-11 15:23:00;2019-03-11 15:23:59
20422;20423;20428;20420;0;198;2019-03-11 15:24:00;2019-03-11 15:24:59
20421;20429;20433;20421;0;256;2019-03-11 15:25:00;2019-03-11 15:25:59
20431;20428;20436;20426;0;275;2019-03-11 15:26:00;2019-03-11 15:26:59
20429;20427;20431;20427;0;142;2019-03-11 15:27:00;2019-03-11 15:27:59
20427;20438;20440;20424;0;705;2019-03-11 15:28:00;2019-03-11 15:28:59
20439;20438;20442;20433;0;479;2019-03-11 15:29:00;2019-03-11 15:29:59
20438;20438;20444;20433;0;866;2019-03-11 15:30:00;2019-03-11 15:30:59
20438;20440;20441;20433;0;501;2019-03-11 15:31:00;2019-03-11 15:31:59
